outfit_id,top,bottom,shoes,top_color,bottom_color,shoe_color,top_fit,bottom_fit,shoe_fit,style_category,STYLE_SCORE,COLOR_SCORE,FIT_SCORE,final_score,label
O01865,turtleneck,chinos,loafers,blue,red,white,oversized,baggy,regular,casual,0.59,0.68,0.62,0.63,average
O01866,denim jacket,shorts,sneakers,brown,green,black,regular,regular,baggy,streetwear,0.38,0.81,0.85,0.65,average
O01867,navy blazer,chinos,heels,gray,green,gray,slim,baggy,regular,streetwear,0.9,0.46,0.67,0.7,average
O01868,graphic tee,skirt,sneakers,brown,white,red,baggy,slim,regular,streetwear,0.73,0.83,0.75,0.77,good
O01869,white tee,track pants,heels,black,red,gray,slim,baggy,baggy,sport,0.42,0.81,0.44,0.54,bad
O01870,navy blazer,jeans,loafers,black,gray,white,tailored,regular,tailored,sport,0.79,0.84,0.84,0.82,good
O01871,navy blazer,trousers,oxfords,red,red,navy,regular,tailored,baggy,streetwear,0.93,0.79,0.85,0.86,good
O01872,turtleneck,jeans,loafers,navy,gray,gray,baggy,slim,oversized,minimal,0.65,0.74,0.65,0.68,average
O01873,flannel,chinos,sneakers,beige,blue,white,tailored,regular,baggy,sport,0.44,0.41,0.8,0.54,bad
O01874,polo,shorts,loafers,brown,white,green,tailored,slim,regular,sport,0.77,0.46,0.41,0.57,average
O01875,sweater,chinos,loafers,brown,navy,red,slim,oversized,baggy,casual,0.79,0.68,0.91,0.79,good
O01876,sweater,trousers,oxfords,red,blue,navy,oversized,tailored,oversized,business,0.77,0.66,0.53,0.67,average
O01877,graphic tee,shorts,heels,red,black,white,baggy,baggy,oversized,business,0.8,0.5,0.66,0.67,average
O01878,black hoodie,skirt,sneakers,red,black,gray,slim,tailored,slim,minimal,0.34,0.83,0.84,0.64,average
O01879,flannel,jeans,boots,red,black,brown,tailored,regular,slim,sport,0.89,0.87,0.77,0.85,good
O01880,linen shirt,jeans,sandals,blue,black,black,tailored,slim,tailored,casual,0.82,0.52,0.85,0.74,good
O01881,white tee,jeans,sneakers,blue,brown,green,slim,slim,oversized,streetwear,0.62,0.95,0.47,0.67,average
O01882,white tee,jeans,sneakers,brown,navy,green,tailored,oversized,baggy,sport,0.43,0.45,0.73,0.53,bad
O01883,turtleneck,chinos,sandals,beige,brown,gray,tailored,regular,oversized,minimal,0.67,0.74,0.86,0.75,good
O01884,denim jacket,trousers,sandals,blue,blue,brown,tailored,oversized,tailored,sport,0.73,0.78,0.66,0.72,average
O01885,turtleneck,jeans,boots,navy,black,white,tailored,slim,baggy,business,0.6,0.53,0.67,0.6,average
O01886,linen shirt,skirt,oxfords,black,gray,red,regular,regular,tailored,sport,0.72,0.78,0.47,0.66,average
O01887,polo,cargo pants,heels,white,blue,black,regular,slim,baggy,sport,0.45,0.49,0.65,0.52,bad
O01888,flannel,trousers,sneakers,red,blue,red,baggy,baggy,tailored,minimal,0.67,0.45,0.89,0.67,average
O01889,tank top,trousers,heels,black,green,beige,tailored,tailored,regular,casual,0.92,0.5,0.69,0.72,average
O01890,sweater,cargo pants,sandals,navy,black,white,oversized,oversized,slim,casual,0.61,0.45,0.62,0.56,average
O01891,denim jacket,trousers,heels,blue,black,beige,tailored,slim,regular,business,0.89,0.77,0.45,0.72,average
O01892,sweater,cargo pants,oxfords,brown,blue,brown,slim,slim,regular,casual,0.69,0.51,0.58,0.6,average
O01893,graphic tee,skirt,loafers,white,blue,red,oversized,regular,tailored,streetwear,0.59,0.52,0.78,0.63,average
O01894,sweater,track pants,sandals,blue,navy,blue,baggy,tailored,baggy,business,0.45,0.78,0.73,0.63,average
O01895,sweater,cargo pants,sandals,blue,red,black,oversized,oversized,tailored,casual,0.59,0.86,0.88,0.76,good
O01896,graphic tee,cargo pants,loafers,brown,beige,white,regular,tailored,baggy,minimal,0.9,0.65,0.78,0.79,good
O01897,sweater,trousers,sandals,white,green,navy,regular,baggy,baggy,sport,0.79,0.51,0.91,0.74,good
O01898,flannel,skirt,heels,beige,brown,brown,slim,regular,baggy,sport,0.44,0.7,0.47,0.53,bad
O01899,turtleneck,shorts,sneakers,black,white,white,regular,baggy,tailored,casual,0.36,0.42,0.57,0.44,bad
O01900,black hoodie,shorts,loafers,navy,green,navy,slim,oversized,oversized,minimal,0.31,0.49,0.9,0.54,bad
O01901,linen shirt,jeans,loafers,navy,blue,gray,baggy,tailored,slim,minimal,0.86,0.49,0.66,0.69,average
O01902,graphic tee,skirt,loafers,red,red,navy,slim,regular,oversized,streetwear,0.91,0.59,0.79,0.78,good
O01903,navy blazer,skirt,oxfords,white,gray,navy,tailored,tailored,slim,sport,0.47,0.76,0.66,0.61,average
O01904,graphic tee,shorts,heels,gray,red,brown,oversized,baggy,slim,minimal,0.42,0.41,0.86,0.55,bad
O01905,white tee,track pants,heels,beige,red,white,baggy,baggy,oversized,business,0.8,0.44,0.8,0.69,average
O01906,tank top,jeans,boots,white,green,white,oversized,regular,regular,sport,0.41,0.41,0.41,0.41,bad
O01907,turtleneck,trousers,sneakers,brown,beige,beige,tailored,tailored,regular,casual,0.5,0.7,0.5,0.56,average
O01908,graphic tee,shorts,sandals,green,beige,red,tailored,tailored,oversized,minimal,0.67,0.87,0.51,0.68,average
O01909,linen shirt,chinos,sneakers,navy,green,red,slim,baggy,regular,business,0.57,0.84,0.68,0.68,average
O01910,navy blazer,track pants,oxfords,green,gray,blue,oversized,regular,oversized,streetwear,0.91,0.58,0.4,0.66,average
O01911,graphic tee,track pants,heels,brown,gray,red,baggy,regular,baggy,sport,0.6,0.74,0.77,0.69,average
O01912,black hoodie,shorts,boots,red,gray,white,tailored,regular,oversized,minimal,0.75,0.85,0.49,0.7,average
O01913,graphic tee,track pants,oxfords,blue,navy,black,regular,tailored,oversized,business,0.54,0.72,0.45,0.57,average
O01914,linen shirt,skirt,heels,red,green,black,slim,oversized,slim,streetwear,0.69,0.8,0.94,0.8,good
O01915,navy blazer,skirt,oxfords,gray,green,red,slim,tailored,tailored,casual,0.75,0.65,0.79,0.73,good
O01916,tank top,track pants,heels,red,brown,beige,oversized,regular,slim,business,0.62,0.93,0.67,0.73,good
O01917,linen shirt,track pants,sneakers,brown,red,red,oversized,regular,regular,casual,0.63,0.41,0.94,0.66,average
O01918,sweater,cargo pants,sneakers,white,gray,green,oversized,oversized,baggy,business,0.9,0.55,0.47,0.67,average
O01919,sweater,chinos,sneakers,brown,red,navy,tailored,tailored,slim,sport,0.78,0.71,0.85,0.78,good
O01920,flannel,jeans,sandals,black,red,white,slim,baggy,baggy,sport,0.83,0.92,0.44,0.74,good
O01921,denim jacket,trousers,oxfords,green,blue,brown,regular,slim,slim,business,0.77,0.54,0.8,0.71,average
O01922,flannel,track pants,sneakers,gray,red,blue,oversized,tailored,regular,casual,0.44,0.75,0.7,0.61,average
O01923,graphic tee,shorts,loafers,white,white,beige,slim,regular,slim,streetwear,0.92,0.47,0.4,0.63,average
O01924,white tee,chinos,sandals,green,white,brown,tailored,tailored,regular,casual,0.35,0.5,0.68,0.49,bad
O01925,sweater,cargo pants,loafers,navy,gray,red,baggy,baggy,slim,streetwear,0.53,0.78,0.92,0.72,average
O01926,denim jacket,track pants,sneakers,red,black,blue,regular,regular,oversized,business,0.55,0.9,0.7,0.7,average
O01927,linen shirt,trousers,oxfords,navy,white,blue,oversized,regular,regular,streetwear,0.43,0.48,0.81,0.56,average
O01928,black hoodie,chinos,oxfords,black,gray,beige,baggy,slim,slim,minimal,0.93,0.67,0.83,0.82,good
O01929,white tee,chinos,sandals,gray,navy,navy,baggy,tailored,oversized,sport,0.85,0.74,0.67,0.76,good
O01930,polo,chinos,boots,brown,red,navy,slim,oversized,baggy,business,0.53,0.51,0.94,0.65,average
O01931,navy blazer,track pants,heels,green,red,gray,regular,oversized,oversized,sport,0.92,0.74,0.82,0.84,good
O01932,denim jacket,skirt,heels,green,brown,brown,regular,slim,baggy,streetwear,0.81,0.84,0.83,0.83,good
O01933,tank top,trousers,sandals,beige,red,black,oversized,regular,regular,casual,0.66,0.54,0.43,0.56,average
O01934,tank top,shorts,heels,navy,green,gray,tailored,slim,regular,sport,0.57,0.81,0.67,0.67,average
O01935,polo,jeans,loafers,white,gray,navy,oversized,baggy,tailored,streetwear,0.61,0.63,0.46,0.57,average
O01936,navy blazer,track pants,sneakers,blue,green,beige,tailored,regular,baggy,business,0.71,0.57,0.51,0.61,average
O01937,turtleneck,trousers,heels,navy,red,beige,slim,oversized,slim,sport,0.43,0.6,0.53,0.51,bad
O01938,white tee,shorts,sandals,green,gray,white,baggy,regular,slim,minimal,0.92,0.56,0.41,0.66,average
O01939,linen shirt,jeans,sneakers,blue,navy,red,oversized,oversized,slim,casual,0.4,0.73,0.58,0.55,bad
O01940,sweater,chinos,sandals,black,beige,navy,regular,regular,baggy,minimal,0.85,0.47,0.46,0.62,average
O01941,black hoodie,chinos,sandals,white,gray,black,oversized,regular,slim,casual,0.9,0.72,0.59,0.75,good
O01942,white tee,chinos,boots,blue,blue,beige,baggy,regular,baggy,sport,0.88,0.76,0.8,0.82,good
O01943,polo,jeans,sneakers,green,black,red,regular,oversized,baggy,sport,0.71,0.55,0.5,0.6,average
O01944,graphic tee,jeans,boots,red,brown,green,regular,regular,tailored,sport,0.87,0.57,0.71,0.73,good
O01945,linen shirt,cargo pants,sneakers,gray,white,white,baggy,oversized,oversized,business,0.67,0.75,0.82,0.74,good
O01946,sweater,trousers,sandals,beige,gray,beige,oversized,baggy,oversized,streetwear,0.46,0.66,0.47,0.52,bad
O01947,denim jacket,chinos,loafers,navy,gray,green,oversized,regular,tailored,sport,0.57,0.81,0.87,0.73,good
O01948,turtleneck,trousers,oxfords,green,brown,brown,baggy,baggy,oversized,sport,0.37,0.68,0.7,0.56,average
O01949,turtleneck,cargo pants,sandals,black,brown,beige,slim,tailored,oversized,sport,0.89,0.48,0.55,0.67,average
O01950,polo,chinos,sneakers,red,gray,beige,oversized,tailored,baggy,streetwear,0.63,0.58,0.74,0.65,average
O01951,black hoodie,shorts,loafers,red,navy,brown,baggy,regular,oversized,casual,0.86,0.81,0.66,0.78,good
O01952,denim jacket,shorts,heels,red,gray,gray,tailored,regular,baggy,streetwear,0.65,0.43,0.81,0.63,average
O01953,linen shirt,chinos,loafers,gray,brown,white,regular,baggy,slim,streetwear,0.94,0.71,0.54,0.75,good
O01954,sweater,trousers,oxfords,gray,navy,green,baggy,tailored,regular,business,0.39,0.62,0.79,0.58,average
O01955,white tee,skirt,loafers,red,white,red,tailored,regular,baggy,business,0.33,0.41,0.52,0.41,bad
O01956,graphic tee,track pants,sandals,navy,beige,black,tailored,regular,slim,streetwear,0.5,0.68,0.78,0.64,average
O01957,navy blazer,skirt,loafers,navy,black,black,tailored,slim,oversized,sport,0.93,0.41,0.73,0.71,average
O01958,graphic tee,cargo pants,sneakers,beige,navy,gray,baggy,slim,regular,streetwear,0.7,0.73,0.46,0.64,average
O01959,navy blazer,trousers,boots,gray,gray,gray,baggy,slim,slim,sport,0.49,0.91,0.72,0.69,average
O01960,tank top,cargo pants,boots,white,blue,gray,slim,slim,baggy,business,0.65,0.95,0.49,0.69,average
O01961,denim jacket,trousers,oxfords,white,red,blue,slim,slim,oversized,business,0.34,0.92,0.47,0.55,bad
O01962,navy blazer,chinos,boots,red,white,navy,baggy,baggy,regular,sport,0.55,0.47,0.62,0.55,bad
O01963,graphic tee,skirt,heels,red,white,blue,slim,tailored,slim,sport,0.71,0.73,0.41,0.63,average
O01964,graphic tee,trousers,sneakers,brown,gray,blue,baggy,baggy,slim,streetwear,0.61,0.72,0.44,0.59,average
O01965,turtleneck,skirt,oxfords,beige,green,black,baggy,regular,tailored,business,0.83,0.65,0.64,0.72,average
O01966,navy blazer,chinos,oxfords,blue,blue,gray,regular,baggy,tailored,casual,0.93,0.76,0.59,0.78,good
O01967,denim jacket,shorts,sneakers,gray,beige,green,tailored,tailored,slim,casual,0.85,0.9,0.83,0.86,good
O01968,flannel,chinos,sandals,beige,green,black,regular,baggy,slim,business,0.41,0.65,0.9,0.63,average
O01969,linen shirt,cargo pants,heels,black,navy,blue,oversized,regular,baggy,business,0.93,0.6,0.77,0.78,good
O01970,graphic tee,trousers,oxfords,green,black,white,regular,oversized,oversized,sport,0.85,0.53,0.45,0.63,average
O01971,polo,trousers,sneakers,brown,brown,beige,regular,baggy,slim,business,0.79,0.65,0.56,0.68,average
O01972,sweater,chinos,loafers,navy,brown,green,baggy,slim,baggy,sport,0.88,0.73,0.94,0.85,good
O01973,navy blazer,skirt,heels,navy,green,red,regular,oversized,tailored,sport,0.66,0.7,0.53,0.63,average
O01974,flannel,chinos,heels,blue,black,white,tailored,slim,oversized,streetwear,0.67,0.75,0.94,0.77,good
O01975,sweater,skirt,heels,gray,green,gray,slim,regular,slim,casual,0.35,0.68,0.59,0.52,bad
O01976,denim jacket,jeans,sandals,blue,red,brown,baggy,tailored,tailored,business,0.43,0.8,0.42,0.54,bad
O01977,denim jacket,jeans,boots,blue,red,beige,oversized,tailored,regular,business,0.63,0.93,0.6,0.71,average
O01978,tank top,shorts,sandals,blue,black,blue,regular,regular,oversized,business,0.4,0.88,0.48,0.57,average
O01979,linen shirt,skirt,boots,green,black,gray,regular,oversized,tailored,sport,0.86,0.43,0.69,0.68,average
O01980,graphic tee,track pants,loafers,brown,green,red,slim,slim,slim,minimal,0.82,0.48,0.98,0.77,good
O01981,white tee,cargo pants,oxfords,navy,navy,white,slim,regular,regular,sport,0.57,0.62,0.55,0.58,average
O01982,sweater,track pants,heels,gray,black,navy,regular,tailored,regular,sport,0.79,0.55,0.64,0.67,average
O01983,tank top,cargo pants,boots,navy,blue,navy,slim,slim,slim,streetwear,0.64,0.74,0.96,0.77,good
O01984,sweater,trousers,sandals,red,white,brown,baggy,baggy,tailored,casual,0.65,0.71,0.76,0.7,average
O01985,tank top,jeans,sneakers,red,brown,green,oversized,regular,oversized,streetwear,0.66,0.45,0.41,0.52,bad
O01986,white tee,shorts,heels,green,green,black,tailored,slim,tailored,sport,0.35,0.9,0.42,0.54,bad
O01987,black hoodie,jeans,sandals,green,white,white,oversized,tailored,baggy,business,0.9,0.66,0.58,0.73,good
O01988,denim jacket,jeans,sandals,red,white,navy,slim,baggy,regular,business,0.5,0.62,0.5,0.54,bad
O01989,turtleneck,jeans,heels,green,gray,brown,regular,oversized,tailored,business,0.8,0.89,0.58,0.76,good
O01990,tank top,track pants,loafers,brown,beige,red,oversized,tailored,slim,minimal,0.81,0.73,0.84,0.8,good
O01991,navy blazer,track pants,heels,gray,beige,red,tailored,tailored,baggy,business,0.91,0.92,0.45,0.78,good
O01992,navy blazer,jeans,heels,navy,beige,brown,slim,regular,baggy,casual,0.85,0.63,0.79,0.77,good
O01993,navy blazer,skirt,oxfords,white,white,gray,regular,tailored,regular,sport,0.54,0.42,0.48,0.49,bad
O01994,tank top,track pants,sneakers,navy,gray,green,oversized,oversized,slim,sport,0.84,0.82,0.49,0.73,good
O01995,sweater,trousers,oxfords,brown,blue,gray,oversized,oversized,baggy,business,0.78,0.49,0.56,0.63,average
O01996,graphic tee,trousers,loafers,black,navy,navy,regular,tailored,tailored,sport,0.74,0.52,0.48,0.6,average
O01997,black hoodie,cargo pants,oxfords,navy,navy,green,tailored,oversized,tailored,sport,0.5,0.9,0.68,0.67,average
O01998,turtleneck,trousers,sandals,blue,blue,navy,regular,slim,tailored,casual,0.78,0.63,0.74,0.72,average
O01999,polo,shorts,heels,black,white,black,baggy,tailored,baggy,minimal,0.33,0.47,0.46,0.41,bad
O02000,tank top,chinos,sandals,brown,green,blue,oversized,oversized,slim,sport,0.31,0.69,0.86,0.59,average
O02001,navy blazer,cargo pants,oxfords,navy,black,red,tailored,slim,regular,sport,0.8,0.48,0.51,0.62,average
O02002,turtleneck,jeans,loafers,brown,navy,green,tailored,baggy,tailored,business,0.82,0.54,0.43,0.62,average
O02003,graphic tee,cargo pants,heels,brown,green,blue,slim,oversized,slim,sport,0.4,0.44,0.48,0.44,bad
O02004,denim jacket,shorts,boots,red,navy,blue,tailored,oversized,slim,minimal,0.73,0.93,0.69,0.78,good
O02005,white tee,shorts,heels,green,gray,navy,oversized,tailored,tailored,streetwear,0.89,0.78,0.84,0.84,good
O02006,denim jacket,skirt,loafers,brown,beige,green,baggy,oversized,baggy,streetwear,0.7,0.86,0.78,0.77,good
O02007,flannel,skirt,oxfords,black,navy,beige,baggy,slim,regular,minimal,0.88,0.48,0.8,0.74,good
O02008,white tee,cargo pants,loafers,gray,brown,white,baggy,slim,slim,sport,0.62,0.73,0.69,0.67,average
O02009,polo,jeans,loafers,white,brown,gray,baggy,baggy,slim,streetwear,0.47,0.52,0.82,0.59,average
O02010,polo,chinos,loafers,blue,brown,white,oversized,baggy,tailored,sport,0.53,0.5,0.8,0.6,average
O02011,black hoodie,shorts,sandals,white,navy,gray,oversized,tailored,slim,casual,0.55,0.65,0.67,0.62,average
O02012,tank top,cargo pants,heels,black,navy,blue,baggy,baggy,baggy,business,0.48,0.85,0.82,0.69,average
O02013,polo,trousers,loafers,gray,navy,white,tailored,regular,regular,sport,0.66,0.6,0.93,0.72,average
O02014,white tee,skirt,sandals,white,blue,black,slim,tailored,tailored,streetwear,0.44,0.41,0.81,0.54,bad
O02015,graphic tee,chinos,sneakers,white,gray,red,tailored,tailored,oversized,sport,0.74,0.42,0.86,0.68,average
O02016,graphic tee,shorts,sandals,blue,brown,brown,oversized,regular,tailored,streetwear,0.34,0.71,0.42,0.47,bad
O02017,flannel,chinos,sandals,beige,gray,gray,baggy,oversized,baggy,streetwear,0.87,0.6,0.65,0.72,average
O02018,graphic tee,chinos,sandals,blue,brown,blue,oversized,baggy,slim,minimal,0.68,0.84,0.92,0.8,good
O02019,denim jacket,track pants,oxfords,black,blue,gray,slim,slim,oversized,business,0.83,0.91,0.71,0.82,good
O02020,flannel,jeans,loafers,beige,white,red,regular,slim,baggy,sport,0.71,0.65,0.65,0.67,average
O02021,white tee,track pants,boots,brown,beige,navy,oversized,oversized,oversized,streetwear,0.41,0.41,0.55,0.45,bad
O02022,black hoodie,trousers,heels,gray,white,gray,oversized,oversized,oversized,casual,0.32,0.42,0.82,0.5,bad
O02023,polo,track pants,boots,green,beige,navy,slim,regular,baggy,casual,0.7,0.74,0.72,0.72,average
O02024,white tee,trousers,heels,navy,navy,navy,tailored,baggy,slim,streetwear,0.38,0.79,0.92,0.67,average
O02025,navy blazer,skirt,sandals,gray,navy,blue,baggy,regular,regular,casual,0.82,0.68,0.63,0.72,average
O02026,sweater,trousers,loafers,white,white,beige,tailored,tailored,baggy,casual,0.42,0.49,0.6,0.49,bad
O02027,sweater,trousers,boots,gray,navy,black,baggy,regular,slim,streetwear,0.31,0.67,0.87,0.59,average
O02028,navy blazer,shorts,oxfords,navy,green,green,regular,slim,slim,streetwear,0.35,0.48,0.42,0.41,bad
O02029,polo,trousers,sandals,red,brown,brown,baggy,oversized,tailored,casual,0.76,0.6,0.56,0.65,average
O02030,denim jacket,jeans,boots,brown,beige,blue,regular,oversized,baggy,streetwear,0.5,0.81,0.68,0.65,average
O02031,navy blazer,track pants,sandals,blue,red,green,slim,slim,regular,minimal,0.64,0.42,0.64,0.57,average
O02032,flannel,jeans,sneakers,navy,gray,navy,oversized,regular,tailored,business,0.66,0.72,0.84,0.73,good
O02033,denim jacket,track pants,oxfords,brown,black,red,regular,tailored,tailored,minimal,0.38,0.79,0.55,0.55,bad
O02034,white tee,skirt,heels,red,gray,navy,slim,baggy,regular,streetwear,0.9,0.61,0.65,0.74,good
O02035,polo,cargo pants,sandals,brown,black,beige,slim,regular,tailored,casual,0.46,0.65,0.7,0.59,average
O02036,navy blazer,jeans,heels,navy,blue,black,oversized,oversized,slim,minimal,0.66,0.9,0.53,0.69,average
O02037,graphic tee,jeans,heels,red,red,navy,tailored,oversized,tailored,streetwear,0.43,0.92,0.84,0.7,average
O02038,navy blazer,track pants,sneakers,blue,beige,white,slim,baggy,tailored,business,0.75,0.82,0.78,0.78,good
O02039,black hoodie,chinos,loafers,navy,black,white,baggy,oversized,baggy,streetwear,0.36,0.85,0.49,0.55,bad
O02040,denim jacket,skirt,loafers,gray,blue,gray,regular,baggy,tailored,business,0.51,0.54,0.61,0.55,bad
O02041,flannel,cargo pants,sandals,gray,navy,brown,tailored,oversized,tailored,business,0.76,0.58,0.54,0.64,average
O02042,graphic tee,skirt,oxfords,brown,brown,brown,regular,baggy,slim,business,0.35,0.65,0.47,0.48,bad
O02043,graphic tee,track pants,sandals,navy,green,brown,tailored,oversized,oversized,business,0.66,0.84,0.75,0.74,good
O02044,denim jacket,cargo pants,oxfords,brown,black,black,baggy,baggy,baggy,minimal,0.3,0.69,0.56,0.49,bad
